rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
332751,JNKTURE,そふきら,"[""初音ミク""]",,2025-01-03T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=Mdvc1tsqKRg,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":729116,""vocadb_url"":""https://vocadb.net/S/729116"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Mdvc1tsqKRg"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""そふきら"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""Mdvc1tsqKRg"",""views"":38,""author"":""そふきら"",""url"":""https://youtu.be/Mdvc1tsqKRg""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""そふきら""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""そふきら"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":148781},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""さばき"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":100937}]}"
332752,Yeti,Dr.マカロニ,"[""初音ミク""]",,2023-03-23T00:00:00Z,2023,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=xUjbe10wsjQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":724520,""vocadb_url"":""https://vocadb.net/S/724520"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""xUjbe10wsjQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ｻｲﾎﾞｰｸﾞ  Dr.マカロニ⚙️"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""xUjbe10wsjQ"",""views"":38,""author"":""ｻｲﾎﾞｰｸﾞ  Dr.マカロニ⚙️"",""url"":""https://youtu.be/xUjbe10wsjQ""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Dr.マカロニ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Dr.マカロニ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":151284},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
332753,Over,Kanjo,"[""初音ミク V3 (English)"",""Mrs.Peach""]",,2014-03-01T00:00:00Z,2014,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=bswrsaKIAKw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":50135,""vocadb_url"":""https://vocadb.net/S/50135"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""bswrsaKIAKw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""KANJO - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""bswrsaKIAKw"",""views"":38,""author"":""KANJO - Topic"",""url"":""https://youtu.be/bswrsaKIAKw""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Kanjo"",""Mrs.Peach""],""voice_synth_vocalists"":[""初音ミク V3 (English)""],""voice_synth_types"":{""初音ミク V3 (English)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""Kanjo"",""artist_type"":null,""roles"":[""composer""],""is_support"":false,""vocadb_artist_id"":null},{""name"":""Taffy"",""artist_type"":null,""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":null},{""name"":""Mrs.Peach"",""artist_type"":""Producer"",""roles"":[""mastering"",""mixer"",""voicemanipulator""],""is_support"":false,""vocadb_artist_id"":16573},{""name"":""初音ミク V3 (English)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":958}]}"
332754,James Dennis La Belle,TracyP,"[""KAITO V3 (English)""]",,2022-07-08T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=0MPaG91jykg,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":419881,""vocadb_url"":""https://vocadb.net/S/419881"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""0MPaG91jykg"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Tracy Poe"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""0MPaG91jykg"",""views"":38,""author"":""Tracy Poe"",""url"":""https://youtu.be/0MPaG91jykg""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""TracyP""],""voice_synth_vocalists"":[""KAITO V3 (English)""],""voice_synth_types"":{""KAITO V3 (English)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""TracyP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":21253},{""name"":""KAITO V3 (English)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":5591}]}"
332755,PEACE,まっこい,"[""可不""]",,2022-07-08T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=8zqsTSMhzAM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":535007,""vocadb_url"":""https://vocadb.net/S/535007"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""8zqsTSMhzAM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""まこいチャンネル"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""8zqsTSMhzAM"",""views"":38,""author"":""まこいチャンネル"",""url"":""https://youtu.be/8zqsTSMhzAM""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""まっこい""],""voice_synth_vocalists"":[""可不""],""voice_synth_types"":{""可不"":""cevio""},""all_vocadb_artist_credits"":[{""name"":""まっこい"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":105429},{""name"":""可不"",""artist_type"":""CeVIO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":83928}]}"
332756,superNova,でっぷ,"[""巡音ルカ""]",,2021-09-25T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=963l6wZEGoM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":355844,""vocadb_url"":""https://vocadb.net/S/355844"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""963l6wZEGoM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""climactic scene"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""963l6wZEGoM"",""views"":38,""author"":""climactic scene"",""url"":""https://youtu.be/963l6wZEGoM""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""でっぷ""],""voice_synth_vocalists"":[""巡音ルカ""],""voice_synth_types"":{""巡音ルカ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""巡音ルカ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2},{""name"":""でっぷ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":90838}]}"
332757,浮遊する犬,yatch,"[""初音ミク""]",,2021-04-24T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=vwoe8wIN4VA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":330040,""vocadb_url"":""https://vocadb.net/S/330040"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""vwoe8wIN4VA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""EPO EMIT-X"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""vwoe8wIN4VA"",""views"":38,""author"":""EPO EMIT-X"",""url"":""https://youtu.be/vwoe8wIN4VA""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""yatch""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""EPO_EMIT-X"",""artist_type"":""OtherGroup"",""roles"":[""publisher""],""is_support"":false,""vocadb_artist_id"":60058},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""あわび百万個"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":116492},{""name"":""yatch"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116493}]}"
332758,好きのスピード,1002p,"[""初音ミク""]",,2020-06-02T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=lcTeRmlKLBc,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":391422,""vocadb_url"":""https://vocadb.net/S/391422"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""lcTeRmlKLBc"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""1002p"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""lcTeRmlKLBc"",""views"":38,""author"":""1002p"",""url"":""https://youtu.be/lcTeRmlKLBc""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""1002p""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""1002p"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":73550},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""nekonekodeal"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":100546}]}"
332759,君のいない人生,進藤博之,"[""初音ミク""]",,2015-01-06T00:00:00Z,2015,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=9_C-ip1-hI4,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":750889,""vocadb_url"":""https://vocadb.net/S/750889"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""9_C-ip1-hI4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Hiroyuki Shindo - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""9_C-ip1-hI4"",""views"":38,""author"":""Hiroyuki Shindo - Topic"",""url"":""https://youtu.be/9_C-ip1-hI4""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""進藤博之""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""進藤博之"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":5173}]}"
332760,バレンタインターゲット,ヒューズ,"[""IA""]",,2017-02-10T00:00:00Z,2017,[],"[""und""]",,,,,,,youtube_views,38.0,views,,,38,,,,,https://www.youtube.com/watch?v=hCsgiXWTPg4,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":226509,""vocadb_url"":""https://vocadb.net/S/226509"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""hCsgiXWTPg4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ヒューズgt"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":38,""official_youtube_pvs"":[{""video_id"":""hCsgiXWTPg4"",""views"":38,""author"":""ヒューズgt"",""url"":""https://youtu.be/hCsgiXWTPg4""}],""highest_individual_official_pv_views"":38,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ヒューズ""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ヒューズ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":46983},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504}]}"
